node_id,mag_paper_id,title,class_idx
937,2951233667,image question answer synergistic network for visual dialog,30
938,2951246108,data driven identification of a thermal network in multi zone building,19
939,2951268556,analytical evaluation of fractional frequency reuse for heterogeneous cellular networks,28
940,2951293704,a scalable asynchronous distributed algorithm for topic modeling,5
941,2951305674,phased lstm accelerating recurrent network training for long or event based sequences,24
942,2951312444,unsupervised anomaly detection with generative adversarial networks to guide marker discovery,16
943,2951313160,semantic autoencoder for zero shot learning,16
944,2951394629,unified analysis and optimization of d2d communications in cellular networks over fading channels,28
945,2951399333,neos server 4 0 administrative guide,5
946,2951448623,semantic stability in social tagging streams,3
947,2951463487,feasibility of in band full duplex radio transceivers with imperfect rf components analysis and enhanced cancellation algorithms,28
948,2951478721,bootstrapping structure using similarity,24
949,2951543836,learning where to attend like a human driver,16
950,2951571372,the burden of risk aversion in mean risk selfish routing,36
951,2951595588,unified heat kernel regression for diffusion kernel smoothing and wavelets on manifolds and its application to mandible growth modeling in ct images,16
952,2951606661,deep feature based face detection on mobile devices,16
953,2951608625,a sytematic piggybacking design for minimum storage regenerating codes,28
954,2951614565,local approximation schemes for topology control,34
955,2951614944,on the intersection of additive perfect codes,28
956,2951615571,throughput delay analysis of random linear network coding for wireless broadcasting,28
957,2951616867,convex color image segmentation with optimal transport distances,16
958,2951635495,provable bounds for learning some deep representations,24
959,2951635536,planarity of streamed graphs,34
960,2951636664,kinetic voronoi diagrams and delaunay triangulations under polygonal distance functions,20
961,2951653434,on the accuracy of the wyner model in cellular networks,28
962,2951655313,bayesian uncertainty matching for unsupervised domain adaptation,24
963,2951657789,timeline a dynamic hierarchical dirichlet process model for recovering birth death and evolution of topics in text stream,31
964,2951673776,three generalizations of the focus constraint,10
965,2951683535,parallel processing of large graphs,5
966,2951697703,fast deep matting for portrait animation on mobile phone,16
967,2951728940,imitation learning with a value based prior,24
968,2951754036,coalition formation game for cooperative cognitive radio using gibbs sampling,36
969,2951823902,reconstruction of integers from pairwise distances,39
970,2951837690,jointly modeling embedding and translation to bridge video and language,16
971,2951847226,approximation algorithms for generalized mst and tsp in grid clusters,39
972,2951854335,service oriented communities visions and contributions towards social organizations,3
973,2951861003,capacity with causal and non causal side information a unified view,28
974,2951867283,node overlap removal by growing a tree,20
975,2951884125,using short synchronous wom codes to make wom codes decodable,28
976,2951910662,models of visually grounded speech signal pay attention to nouns a bilingual experiment on english and japanese,30
977,2951936753,alchemy a quantum chemistry dataset for benchmarking ai models,24
978,2951948694,learning sparse neural networks via ell_0 and t ell_1 by a relaxed variable splitting method with application to multi scale curve classification,24
979,2951995763,development of a sensory neural network for medical diagnosing,13
980,2951995821,functions definable by numerical set expressions,2
981,2951996776,free deconvolution for signal processing applications,28
982,2952016354,secure network in business to business application by using access control list acl and service level agreement sla,4
983,2952023274,online and stochastic gradient methods for non decomposable loss functions,24
984,2952044050,bicameral structuring and synthetic imagery for jointly predicting instance boundaries and nearby occlusions from a single image,16
985,2952047331,successive integer forcing and its sum rate optimality,28
986,2952061210,broadcast channels with delayed finite rate feedback predict or observe,28
987,2952073905,completeness of randomized kinodynamic planners with state based steering,27
988,2952093099,activis visual exploration of industry scale deep neural network models,6
989,2952102303,learning to segment and represent motion primitives from driving data for motion planning applications,27
990,2952119352,a deterministic equivalent for the analysis of non gaussian correlated mimo multiple access channels,28
991,2952155636,balanced allocations and double hashing,34
992,2952164974,good friends bad news affect and virality in twitter,26
993,2952169544,a logic framework for p2p deductive databases,2
994,2952171514,a vertex ordering characterization of simple triangle graphs,39
995,2952213558,mimicking human process text representation via latent semantic clustering for classification,30
996,2952219087,the online laboratory conducting experiments in a real labor market,6
997,2952229801,maximum quadratic assignment problem reduction from maximum label cover and lp based approximation algorithm,9
998,2952236815,picking apart story salads,30
999,2952260046,optimal scheduling of electric vehicles charging in low voltage distribution systems,19
